年份,題號 ,答案 ,完整題目,章節出處,名稱
112,49,A,一名病人因蜜蜂螫傷後全身紅疹過敏送醫，途中開始呼吸喘且出現喘鳴音 (Stridor) ，血氧濃度下降，下列何者為此病人呼吸困難最可能的成因？ (A) 通氣。 (B) 擴散。 (C) 灌流。 (D) 滲透。,第 35 章,呼吸系統急症
112,50,B,關於肺栓塞之敘述，下列何者為是？ (A) 血栓會造成肺靜脈系統堵塞，造成病人有低血氧的症狀產生。 (B) 靜脈疾病為肺栓塞危險因子之一，而骨盆以及下肢靜脈系統為最常形成血栓的部位。 (C) 肺栓塞病人最常見的表現為心電圖 S1Q3T3 與右側束支傳導阻滯 (RBBB) 。 (D) 對於高度懷疑急性肺栓塞之病人，可依預立醫囑於院前給予抗血小板藥物。,第 35 章,呼吸系統急症
112,51,C,下列對於肺氣腫病人臨床症狀的描述， 何者為非 ？ (A) 胸廓拉長、桶狀胸。 (B) 發出哮鳴音 (wheezing) 及乾囉音。 (C) 體重增加、身形肥胖。 (D) 膚色呈現粉紅色。,第 35 章,呼吸系統急症
112,52,C,阻塞性呼吸道疾病是三種不同疾病的統稱，分別是慢性支氣管炎、肺氣腫以及氣喘，關於此疾病下列敘述何者為是？ (A) 在氣喘及慢性支氣管炎病人身上，肺泡不能吐出空氣是因為肺泡壁受到破壞和失去回復的彈力，造成吐氣時氣道的狹窄。 (B) 在肺氣腫病人身上，肺泡不能吐出空氣是因為黏液塊和氣道狹窄造成吐氣時氣體無法流出而造成肺泡過度擴張。 (C) 慢性支氣管炎的病人在吸氣跟吐氣時都會有呼吸道阻力升高的現象，但肺氣腫的病人卻只有在吐氣時才會有呼吸道阻力升高的情形。 (D) 肺氣腫的病人會出現紅血球增生 (polycythemia) 的情形，這在慢性支氣管炎的病人中並不常見。,第 35 章,呼吸系統急症
112,53,D,病人因急性呼吸衰竭被插上氣管內管使用呼吸器，但氧氣濃度持續下降，關於可能原因下列何者 最不適當 ？ (A) 氣管內管放置位置錯誤。 (B) 呼吸道因痰塊阻塞。 (C) 因插管通氣引起氣胸。 (D) 鎮靜藥物造成呼吸抑制。,第 15 章,呼吸道處置與通氣－技術篇
112,54,A,58 歲男性，有高血壓、糖尿病等過去病史，因半小時前發現右側肢體無力報案，對於此病人之到院前處置，下列敘述 何者為非 ？ (A) 若病人意識清楚，可以排除低血糖情形，不需要測量血糖。 (B) 可以用洛杉磯到院前腦中風評量表 (LAPSS) ，協助評估病人是否可能為腦中風。 (C) 若病人有低血壓狀況，應將主動脈剝離列為可能之鑑別診斷。 (D) 將此病人送醫時，應直接送至可以給予血栓溶解劑的醫院。,第 36 章,神經系統急症與急性腦中風
112,55,D,腦脊髓液的產生處及流動路徑何者為是？ (A) 由側腦室流向第二腦室，經由大腦導水管通向第三腦室，最後流入蜘蛛網膜上腔，再藉由蜘蛛膜絨毛被吸收進入血管。 (B) 由側腦室流向第三腦室，經由大腦導水管通向第四腦室，最後流入蜘蛛網膜上腔，再藉由蜘蛛膜絨毛被吸收進入血管。 (C) 由側腦室流向第二腦室，經由大腦導水管通向第三腦室，最後流入蜘蛛網膜下腔，再藉由蜘蛛膜絨毛被吸收進入血管。 (D) 由側腦室流向第三腦室，經由大腦導水管通向第四腦室，最後流入蜘蛛網膜下腔，再藉由蜘蛛膜絨毛被吸收進入血管。,第 12 章,人體基本解剖與生理
112,56,C,救護現場 1 名 55 歲女性主訴一小時前開始心悸，身體無其他任何不適，經量測生命徵象 GCS15 分，血壓： 121/70mmHg ，心電圖監測如下，針對該病人的評估及處置何者最適當？ (A) 經靜脈給予 adenosine 6mg 緩慢推注。 (B) 該名患者的心律可能為心房顫動 (atrial fibrillation) 。 (C) 可考使用慮迷走神經刺激術 (vagal maneuvers) 。 (D) 給予 amiodarone 150mg 靜脈快速注射。,第 34 章,心臟與血管急症
112,57,B,依據下圖心電圖判斷，最可能屬於何種區域之心肌梗塞？ (A) 前壁 (Anterior wall) 。 (B) 側壁 (Lateral wall) 。 (C) 後壁 (Posterior wall) 。 (D) 下壁 (Inferior wall) 。,第 33 章,心電圖判定
112,58,D,下列四張心電圖分別代表心肌梗塞不同時期變化，請依時序排出正確順序。 (A) 圖 4→ 圖 3→ 圖 2→ 圖 1 。 (B) 圖 2→ 圖 1→ 圖 3→ 圖 4 。 (C) 圖 4→ 圖 2→ 圖 1→ 圖 3 。 (D) 圖 2→ 圖 3→ 圖 1→ 圖 4 。,第 33 章,心電圖判定
112,59,D,有關心電圖判讀，下列敘述 何者為非 ？ (A) 心肌缺血可能會出現 T 波反轉的心電圖變化。 (B) 肺動脈狹窄常導致右心房擴大，造成心電圖中 P 波變高。 (C) 左心房擴大時，會形成 P mitrale ，常見於肢體導程。 (D) 一般正常的心室去極化時，胸前導極 R 波的大小將逐漸變小，而 S 波則逐漸變大。,第 33 章,心電圖判定
112,60,A,40 歲男性無過去病史，因全身無力一個月報案，現場初步評估無休克現象，但病史詢問部分發現病人最近有體重增加，皮膚容易瘀青出血，視野模糊問題，其外觀如下圖所示，請問此病人如產生視野缺損，最有可能產生哪種型態視野缺損？ (A) 雙眼顳側視野缺損。 (B) 雙眼鼻側視野缺損。 (C) 單眼視野缺損。 (D) 一眼鼻側，另一眼顳側視野缺損。,第 37 章,內分泌與代謝急症
112,61,B,關於高滲高血糖非酮酸症候群 (HHNS) 及糖尿病酮酸血症 (DKA) ，以下敘述 何者錯誤 ？ (A) HHNS 比起 DKA 病人發病時通常血糖濃度較高。 (B) HHNS 比起 DKA 通常體內製造胰島素較少。 (C) HHNS 比起 DKA 通常疾病形成時間較慢。 (D) HHNS 比起 DKA 病人年紀通常較高。,第 37 章,內分泌與代謝急症
112,62,A,當人體內的紅血球數目或血紅素不足時，就會出現貧血的症狀，針對貧血的敘述何者正確？ (A) 造成貧血的常見原因可分為紅血球的製造出問題或是紅血球的破壞增加。 (B) 貧血本身是一個疾病的診斷、可能會有會有頭暈目眩、蒼白、氣喘、心悸等症狀。 (C) 臨床上不論何種貧血種類皆不會干擾到脈衝式血氧計的判讀。 (D) 貧血症狀和它的成因、輕重程度、及進展的速度與是否合併其他疾病無關。,第 39 章,血液與腫瘤急症
112,63,B,人體的血液量約佔體重的 1/13 ，主要是由血漿和血球所組成，關於血漿和血球的描述何者正確？ (A) 血球可分為紅血球、白血球和血小板，其中又以白血球為最多。 (B) 血漿的主要成分是水與蛋白質，以及無機鹽類和有機物。 (C) 血球佔所有血液組成的 70~75% 。 (D) 血漿是含有多種物質的液體，呈紅色。,第 39 章,血液與腫瘤急症
112,64,D,根據下列各種白血球分類計數，相對應對抗致病菌功能，下列 何者為非 ？ (A) 嗜中性白血球 (neutrophil) 85% ，臨床上偏向細菌感染。 (B) 嗜酸性白血球 (eosinophil) 15% ，可能為寄生蟲感染。 (C) 單核球 (monocyte) 15% ，可能為結核菌感染。 (D) 淋巴球 (lymphocyte) 60% ，臨床上偏向過敏反應。,第 39 章,血液與腫瘤急症
112,65,D,肥大細肥和嗜鹼性細胞內的去顆粒化，會釋放出誘發過敏反應的物質，下列物質 何者為非 ？ (A) 組織胺。 (B) 白三稀素。 (C) 肝素。 (D) 抗凝血因子。,第 40 章,過敏與免疫急症
112,66,B,下列有關泌尿急症描述， 何者錯誤 ？ (A) 尿滯留會導致老人家譫妄。 (B) 泌尿道結石好發於女性，需區別是否為婦產科急症。 (C) 腎盂腎炎發生時，病人通常會有強烈的疼痛感 (flank knocking pain) 。 (D) 有關泌尿道結石，台灣常見之結石種類以草酸鈣最多。,第 41 章,泌尿與生殖系統急症
112,67,D,"泌尿道感染 (Urinary Tract Infection, UTI) 的定義是細菌在泌尿道滋生而產生感染的症狀。泌尿道感染大多是逆行性的感染，下列 不屬於 泌尿道感染？ (A) 尿道炎。 (B) 膀胱炎。 (C) 腎盂腎炎 (pyonephritis) 。 (D) 腎絲球腎炎 (glomerular nephritis) 。",第 41 章,泌尿與生殖系統急症
112,68,D(A),病原體進入體內後，帶有記憶能力並放出抗體來進行中和作用以避免進一步傷害的是？ (A) 白血球。 (B) 巨嗜細胞。 (C) T 型淋巴球。 (D) B 型淋巴球。,第 40 章,過敏與免疫急症
112,69,C,關於局部皮膚冷傷害的描述，下列 何者最不適當 ？ (A) 吸菸、酒精及穿著限制性的衣服是皮膚冷傷害的加重因子。 (B) 身體最容易發生凍瘡的部位為下肢。 (C) 當處置患肢時，應以溫毯或其他回溫器材緩慢的回溫。 (D) 大風、潮濕的環境以及病人本身的內科問題亦會加重傷害的程度。,第 44 章,環境急症
112,70,A,一位 30 歲男性於東北角龍洞潛水 50 米後因憋氣上升，至水面後立即喪失意識，呼吸急促，您是 EMTP 到現場進行處置，下列何者 最不適當 ？ (A) 現場立即進行氣管內管插管。 (B) 應該要考慮進行基本救命術與給予氧氣。 (C) 病人的鑑別診斷可能是動脈氣體栓塞。 (D) 應考慮送往高壓氧的醫療院所進行高壓氧治療。,第 44 章,環境急症
112,71,C,您獲派前往一山域救援行動。傷患資訊如下：女性， 60 歲有糖尿病史，求救原因為天雨路滑不慎摔倒導致左前臂約 2 公分撕裂傷及左側髖部挫傷以致於不能移動。傷患待援地點為該區最高點的一個涼亭。您接觸她的時候離受傷已過 8 小時。關於此傷患最適當的評估與處置描述為何？ (A) 病人意識清楚但可能因為疼痛無法順利進食，應立即建立含糖輸液之管路以避免低血糖。 (B) 因病人無法順利自行移動，應優先尋求直升機吊掛撤離，以及早進行手術。 (C) 應同時評估是否有因維持同一姿勢過久而產生壓瘡或橫紋肌溶解症的風險。 (D) 若左前臂之撕裂傷已無出血，表示傷口無進一步感染，可不必再重新清創。,第 45 章,野外醫學
112,72,A,當您執行野外救護進行長時間搬運時，應留意脊椎固定或是使用長背板運送的病人，可能會出現壓瘡或深部靜脈血栓。以下關於避免長時間搬運產生可能的傷害，在權宜安全與避免傷害間，下列做法何者 最不適當 ？ (A) 抬長背板時，不應讓身體兩側輪流抬高。 (B) 固定病人時要讓下肢能夠活動。 (C) 允許病人能夠在擔架上翻身。 (D) 全身的抽氣式護木 (vacuum splint) 取代長背板。,第 45 章,野外醫學
112,73,A,您被派遣到一個跳樓救助的現場，一名女性在十層樓高的陽台外揚言要輕生，情緒非常激動。請問在這個情形下，病人評估及處置技巧的敘述，下列 何者為非 ？ (A) 由於病人的思緒處在相當混亂的階段，採取讓病人回答「是」或「不是」的是非問題，以免刺激到病人的情緒。 (B) 可以考慮減少外界對病人的刺激，並減少現場的噪音、光亮，維持相對舒適的環境會對控制病人有所幫助。 (C) 憂鬱症病人最令人擔心的是自殺問題，據國內研究統計，自殺死者中 97% 生前有精神疾病。 (D) 此類病人危急處置的目標包含穩定情勢或病人的情緒、善用現場的人力資源並使病人恢復正常情緒。,第 46 章,行為急症與精神急症
112,74,D,在確立精神疾病的診斷前，應先排除其他內科急症。下列診斷何者 最不可能 有類似躁症的臨床表現？ (A) 紅斑性狼瘡。 (B) 腎衰竭。 (C) 吸食安非他命。 (D) 低血鉀症。,第 46 章,行為急症與精神急症
112,75,C,下列有關失智的敘述， 何者錯誤 ？ (A) 突然的情緒不穩或是令人尷尬的行為可能是失智症的第一個徵候。 (B) 失智症通常和中風、基因、病毒或阿茲海默症有關。 (C) 目前失智症只要好好配合醫師治療，是可回復的。 (D) 失智有時和譫妄不好區分，如果病人本身的病史可能不可靠，先把病人當成譫妄來處置，因為這可能是危及生命的急症。,第 47 章,高齡緊急救護概論
112,76,D,下列針對老年病人的敘述，何者為是？ (A) 譫妄 (Delirium) 的症狀包含注意力變差、失去定向感及意識清醒程度時好時壞等，病程緩慢發展，是一種慢性且不可逆的老年疾病。 (B) 白內障是老年病人常見的眼疾之一，機轉為眼內壓上升造成視神經受傷，通常發生於雙眼，但不會造成全盲。 (C) 老年病人有動脈粥狀硬化疾病會造成高血壓，高血壓定義為血壓持續大於 140/90mmHg ，且常以非典形症狀表現出來 ( 如頭痛、健忘等 ) 。 (D) 老年傷患在遭遇胸部外傷時，加減速傷害應考慮主動脈剝離，但主動脈剝離通常不會立即死亡，適當的評估和治療可以挽救其生命。,第 47 章,高齡緊急救護概論 
112,77,A,有關兒童族群的院外心跳停止 (OHCA) 處置與敘述，下列 何者為非 ？ (A) 嬰兒 OHCA 幾乎皆為呼吸問題導致，故不使用 AED 或電擊器，以提升急救效率。 (B) 兒童急救時，胸外按壓的建議深度為胸廓前後徑的三分之一，大約為 5 公分。 (C) 兒童 OHCA 靜脈管路難以建立時，替代給藥途徑為骨內注射或從氣管內管給予。 (D) 因呼吸問題為常見原因，故尚未建立進階呼吸道時，雙人操作的按壓通氣比為 15:2 。,第 48 章,兒科急症 
112,78,C(送分),派遣時告知為一名 8 個月大的嬰兒 (2 公斤 ) ，失去呼吸心跳。此時急救的處置下列何者正確？ (A) 單人急救時，壓胸及正壓給樣比例為 15:2 。 (B) 插管 Endo 尺寸選擇為 3.0 有氣囊，深度為 12cm 。 (C) 靜脈給藥 Epinephrine(1:10000) 為 0.2mg 。 (D) 氣管內管給藥 Epinephrine(1:10000) 為 0.2mg 。,第 48 章,兒科急症 
